postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
3423,191,2,29,12,75
3424,408,1,34,39,261
3427,"1,610",14,106,73,700
3428,395,7,20,22,217
3429,"21,265",267,"1,474","1,009","11,326"
3430,173,4,7,8,104
3431,"2,448",33,119,99,"1,607"
3432,110,2,7,3,79
3433,145,1,3,7,78
3434,"2,894",38,178,152,"1,555"
3435,"1,626",11,99,86,875
3437,"6,328",99,292,273,"4,289"
3438,"1,281",21,54,69,868
3440,"1,171",14,46,67,827
3441,846,12,28,35,643
3442,"4,320",61,204,216,"2,834"
3444,"5,257",75,310,350,"2,749"
3446,554,9,41,33,216
3447,258,1,25,19,116
3448,518,8,37,30,226
3450,"4,018",53,377,344,"1,753"
3451,"2,434",28,196,149,932
3453,996,4,60,65,459
3458,"1,110",19,79,93,543
3460,"1,656",9,155,125,810
3461,"2,190",41,177,181,997
3462,620,6,69,43,195
3463,"1,295",19,105,141,569
3464,555,5,67,42,179
3465,"4,339",26,596,413,"1,514"
3467,590,10,60,61,207
3468,145,1,19,10,73
3469,137,2,10,24,53
3472,595,3,87,68,176
3475,148,1,27,16,72
3477,400,2,39,26,197
3478,"1,359",11,153,131,554
3480,986,4,119,103,518
3482,98,0,24,13,57
3483,534,3,63,50,381
3485,166,1,25,20,114
3487,50,0,6,2,37
3488,70,1,15,2,48
3490,707,13,56,49,370
3491,66,0,5,3,48
3494,326,2,42,14,160
3496,"3,484",33,413,206,"1,791"
3498,"2,639",28,269,186,"1,652"
3500,"15,613",151,"1,957","1,115","7,435"
3501,"2,051",23,173,117,"1,250"
3505,"2,534",17,308,189,"1,280"
3507,85,2,4,6,49
3509,164,4,14,13,112
3512,213,4,8,13,136
3515,"1,098",6,80,59,488
3516,388,9,35,21,223
3517,649,2,73,58,281
3518,606,4,106,71,279
3521,342,5,23,18,153
3522,179,2,18,6,95
3523,"1,630",22,158,167,666
3525,744,3,82,71,453
3527,412,0,55,46,227
3529,89,0,29,9,71
3530,74,2,13,2,52
3531,112,0,16,12,70
3533,407,3,41,32,208
3537,586,6,39,60,356
3540,167,0,16,15,89
3542,108,0,12,10,68
3544,137,0,13,12,73
3546,270,1,25,15,169
3549,"1,994",16,177,121,854
3550,"21,885",242,"2,623","1,567","11,563"
3551,"17,302",191,"1,101",916,"9,823"
3555,"10,281",74,"1,137",809,"4,577"
3556,"6,423",61,852,478,"2,331"
3557,423,4,27,20,232
3558,502,6,44,48,271
3559,289,1,21,19,179
3561,"2,518",22,191,195,"1,257"
3562,156,0,9,7,73
3563,443,2,46,38,213
3564,"9,436",107,826,659,"4,111"
3566,289,4,23,22,119
3567,392,2,22,34,211
3568,"1,547",17,121,132,767
3570,404,0,29,29,191
3571,196,3,11,19,121
3572,149,2,15,7,91
3573,201,5,14,17,109
3575,448,4,46,27,222
3579,"2,912",25,259,286,"1,308"
3580,561,6,55,67,203
3581,106,0,11,9,58
3583,93,0,14,6,34
3584,574,5,45,51,242
3585,"6,872",56,599,496,"3,183"
3586,241,4,21,9,108
3588,185,2,16,14,57
3589,168,0,19,12,79
3590,185,1,11,11,100
3591,97,2,6,8,43
3594,345,2,31,28,97
3595,313,2,56,34,101
3596,69,0,9,3,32
3597,229,1,14,10,126
3599,61,2,3,2,33
3607,54,2,3,3,24
3608,"1,348",20,102,121,660
3610,754,3,76,47,310
3612,835,7,93,73,292
3614,559,5,41,25,261
3616,"3,064",23,271,215,"1,440"
3617,97,0,5,5,62
3618,407,3,43,24,132
3620,"4,407",52,436,374,"1,788"
3621,"1,289",10,129,111,398
3622,225,6,12,19,94
3623,528,3,55,54,213
3624,278,1,35,20,119
3629,"4,939",34,585,390,"1,605"
3630,"16,663",146,"2,037","1,203","6,054"
3631,"6,824",74,492,348,"3,668"
3633,424,7,30,22,214
3634,"1,136",9,95,70,503
3635,317,6,23,16,117
3636,"2,912",41,277,263,"1,198"
3637,320,7,21,24,124
3638,"1,146",6,104,92,515
3639,308,1,39,25,127
3640,632,8,53,41,259
3641,689,9,55,41,259
3644,"4,768",82,418,313,"1,961"
3646,352,3,34,27,166
3649,254,2,26,20,107
3658,"3,277",53,291,190,"1,211"
3659,380,0,17,21,180
3660,"3,794",43,393,293,"1,512"
3662,478,3,11,3,179
3663,93,0,8,4,49
3664,614,8,59,41,291
3665,195,0,16,14,89
3666,"2,689",22,206,254,"1,409"
3669,736,10,54,76,310
3670,335,6,31,26,135
3672,"5,345",59,542,506,"1,972"
3673,"1,073",8,72,81,476
3675,"1,099",10,85,98,505
3677,"9,693",115,"1,016",821,"3,893"
3678,"3,921",49,232,294,"1,985"
3682,340,2,28,19,156
3683,"1,020",10,88,73,484
3685,"1,659",14,122,135,879
3687,599,1,48,50,285
3688,817,8,41,42,382
3690,"18,629",193,"1,907","1,299","8,701"
3691,"5,651",56,336,309,"3,257"
3694,105,2,1,0,21
3695,316,2,17,15,173
3697,316,3,15,27,184
3698,516,6,33,41,320
3699,647,2,51,52,297
3700,830,8,54,68,436
3701,629,9,35,40,330
3705,168,0,14,11,93
3707,981,11,81,92,517
3709,202,0,18,22,130
3711,294,4,15,31,131
3712,201,4,12,18,97
3713,463,3,33,43,168
3714,"1,988",20,140,177,951
3715,165,1,10,18,72
3717,"1,565",21,98,133,846
3718,58,0,2,2,36
3719,252,2,25,18,147
3720,318,2,20,39,160
3722,"2,970",39,182,292,"1,435"
3723,"1,501",18,99,121,735
3725,356,2,26,31,142
3726,207,2,21,21,81
3727,203,0,17,18,76
3728,316,4,43,26,98
3730,"4,628",49,384,423,"2,105"
3732,349,5,19,43,170
3733,129,1,9,14,63
3735,410,3,30,34,202
3737,"2,535",27,208,177,"1,072"
3738,105,0,9,11,35
3739,120,3,13,10,50
3740,607,5,43,44,281
3741,"1,897",13,127,168,937
3744,245,0,13,20,130
3746,193,0,17,11,69
3747,"2,693",49,213,215,"1,345"
3749,"1,205",20,83,75,680
3750,"4,685",57,313,93,"1,620"
3751,125,0,10,1,69
3752,"13,403",153,850,367,"6,363"
3753,"1,245",18,45,48,570
3754,"20,297",209,"1,267",753,"10,580"
3755,160,2,12,13,95
3756,"6,516",82,446,265,"2,718"
3757,"4,898",63,261,239,"2,666"
3758,"1,324",18,79,48,615
3759,658,9,37,31,443
3760,292,1,17,13,192
3761,708,7,31,43,398
3762,91,1,5,3,55
3763,960,10,75,45,396
3764,"4,776",75,354,285,"2,357"
3765,"4,127",43,220,220,"2,374"
3766,776,13,56,37,419
3767,718,11,40,46,469
3770,"1,984",14,81,86,"1,169"
3775,"2,406",28,108,147,"1,415"
3777,"5,891",74,421,391,"2,622"
3778,126,0,6,10,26
3779,245,1,15,27,107
3781,"2,442",33,170,103,989
3782,"4,813",53,246,218,"2,692"
3783,"1,313",24,88,71,673
3786,936,12,47,52,600
3787,674,14,37,37,421
3788,"1,128",18,58,60,650
3789,167,0,12,9,118
3791,948,14,48,54,573
3792,676,17,34,32,419
3793,"2,104",39,133,134,"1,057"
3795,901,13,50,34,495
3796,"5,667",87,337,268,"2,687"
3797,"1,838",22,136,120,705
3799,"2,987",29,350,196,996
3800,100,1,23,0,52
3802,"13,627",180,"1,207",534,"5,865"
3803,"5,547",80,596,218,"1,742"
3804,"5,183",91,193,142,"3,349"
3805,"30,999",315,"2,531",985,"12,984"
3806,"27,889",379,"1,519","1,164","16,533"
3807,"4,459",58,217,144,"2,932"
3808,"1,899",23,72,61,"1,347"
3809,"4,263",55,267,123,"2,209"
3810,"25,163",259,"2,215","1,229","9,783"
3812,"1,513",15,78,74,829
3813,513,7,31,22,245
3814,"1,304",17,83,62,657
3815,"1,668",25,76,94,816
3816,"1,469",18,139,79,545
3818,"7,472",84,594,539,"2,958"
3820,"9,394",174,686,594,"4,375"
3821,"1,676",36,96,91,809
3822,560,10,38,19,233
3823,"1,057",13,69,60,490
3824,"2,772",64,211,183,"1,235"
3825,"9,768",238,"1,154",697,"4,124"
3831,973,8,35,67,497
3832,124,1,8,12,75
3833,154,3,16,25,54
3835,341,8,32,20,159
3840,"7,671",188,983,551,"3,002"
3842,"2,196",35,310,142,806
3844,"16,169",552,"1,289",958,"7,668"
3847,"1,142",25,97,74,412
3850,"8,110",224,718,577,"3,594"
3851,"2,415",75,207,194,"1,050"
3854,866,51,38,26,450
3856,576,18,33,14,244
3857,221,5,16,9,83
3858,"1,627",32,133,118,559
3859,455,12,33,41,195
3860,"4,048",111,306,276,"1,543"
3862,"1,779",46,134,114,705
3864,112,0,10,6,29
3865,298,8,18,22,71
3869,"1,043",39,71,69,518
3870,698,8,71,54,283
3871,"1,581",27,141,122,707
3873,196,6,13,12,75
3874,343,11,38,14,154
3875,"9,991",133,932,873,"3,641"
3878,590,7,58,64,262
3880,"1,972",24,168,263,874
3882,611,9,65,81,239
3885,"1,030",16,101,86,260
3886,190,3,22,20,49
3887,167,0,19,16,36
3888,"1,657",32,206,147,477
3889,82,0,12,16,21
3890,166,4,27,7,56
3891,65,1,7,8,17
3892,579,9,59,75,226
3895,119,3,7,17,44
3896,228,5,25,13,73
3898,405,4,34,28,166
3900,110,4,6,10,41
3902,227,4,22,30,95
3903,412,8,29,38,180
3904,840,9,73,104,427
3909,"3,974",75,404,402,"1,345"
3910,"13,766",169,897,699,"7,408"
3911,"1,990",16,152,85,"1,024"
3912,"9,155",113,582,507,"5,014"
3913,"2,178",33,134,150,"1,235"
3915,"4,670",46,504,405,"1,906"
3916,629,6,28,29,474
3918,"2,272",31,120,118,"1,158"
3919,"1,709",19,194,108,611
3920,433,1,27,1,112
3921,72,3,8,11,32
3922,"4,113",42,385,418,"2,058"
3923,347,3,21,38,201
3925,"1,996",20,179,152,"1,034"
3926,"2,066",23,89,139,"1,461"
3927,"1,011",12,42,73,723
3928,300,2,10,16,230
3929,629,7,28,34,492
3930,"11,317",147,416,657,"8,923"
3931,"13,796",154,831,"1,292","8,504"
3933,748,8,17,28,548
3934,"11,164",120,541,731,"7,863"
3936,"6,416",76,458,623,"3,766"
3937,"1,064",14,45,36,832
3938,"1,818",20,119,165,"1,138"
3939,"7,606",58,679,690,"3,771"
3940,"2,123",20,210,319,917
3941,"6,778",58,645,601,"3,432"
3942,"1,416",18,65,150,979
3943,"1,110",3,46,101,895
3944,445,1,6,12,406
3945,588,2,40,44,272
3946,164,1,12,18,94
3950,"2,494",45,206,216,944
3951,595,6,38,41,267
3953,"4,480",77,312,351,"2,072"
3954,245,1,12,13,126
3956,"1,360",8,122,86,653
3957,188,1,12,11,82
3958,170,2,19,9,73
3959,687,9,49,39,352
3960,"1,450",14,108,122,646
3962,517,8,55,52,183
3964,94,0,6,6,36
3965,91,1,9,13,30
3966,290,7,20,15,101
3967,69,0,6,9,29
3971,"2,077",33,179,170,751
3975,"8,308",110,494,155,"3,280"
3976,"12,638",88,"1,379",377,"3,220"
3977,"50,705",507,"3,991","1,940","19,230"
3978,"6,021",82,377,210,"2,645"
3979,199,2,6,13,103
3980,"1,895",40,113,96,815
3981,"2,688",34,155,156,"1,157"
3984,"2,604",28,268,230,981
3987,838,8,60,36,327
3988,692,6,48,40,283
3990,105,3,5,4,66
3991,213,9,18,23,80
3992,447,5,52,28,124
3995,"5,034",71,607,387,"1,589"
3996,"3,031",32,205,261,"1,605"
VIC other,"7,828",119,504,524,"4,470"
6000,"9,749",369,405,189,"4,663"
6003,"3,219",70,188,25,"1,679"
6004,"7,713",227,258,105,"4,445"
6005,"4,160",145,208,80,"2,517"
6006,"5,692",116,321,150,"4,370"
6007,"4,863",95,231,112,"3,817"
6008,"9,885",222,431,297,"8,103"
6009,"11,418",164,505,334,"9,707"
6010,"11,041",158,407,490,"9,553"
6011,"6,443",142,205,161,"5,604"
6012,"5,616",67,233,180,"4,628"
6014,"13,378",167,460,570,"10,934"
6015,"4,709",51,117,199,"4,247"
6016,"6,302",96,269,136,"4,671"
6017,"3,000",46,197,85,"1,726"
6018,"24,776",382,"1,010","1,101","20,203"
6019,"15,355",323,673,618,"11,799"
6020,"14,378",191,483,716,"12,459"
6021,"12,749",179,587,600,"9,681"
6022,"3,221",37,169,243,"2,440"
6023,"9,906",109,352,551,"8,473"
6024,"8,376",110,435,544,"6,454"
6025,"19,968",312,940,"1,067","16,003"
6026,"14,507",189,590,815,"12,169"
6027,"27,185",469,"1,523","1,138","20,340"
6028,"14,883",262,557,499,"11,823"
6029,"2,033",37,81,74,"1,734"
6030,"22,860",383,"1,543","1,073","15,661"
6031,"9,753",172,583,299,"6,896"
6032,183,6,7,7,120
6033,322,4,12,2,241
6034,"1,028",24,55,25,722
6035,"4,819",90,303,242,"3,338"
6036,"8,678",181,576,334,"5,970"
6037,"1,589",36,108,86,"1,070"
6038,"3,839",73,240,109,"2,660"
6041,806,11,61,55,553
6042,53,2,3,8,32
6043,124,3,4,7,84
6044,740,12,40,49,434
6050,"10,258",136,525,453,"8,220"
6051,"8,392",157,574,222,"5,627"
6052,"7,135",90,399,252,"5,558"
6053,"8,937",133,467,337,"6,610"
6054,"11,652",146,846,577,"8,188"
6055,"12,787",212,668,399,"9,161"
6056,"22,617",376,"1,716","1,216","15,294"
6057,"10,181",162,564,512,"7,530"
6058,"7,490",98,462,414,"5,055"
6059,"14,471",163,774,826,"10,759"
6060,"15,078",231,930,594,"10,619"
6061,"20,640",305,"2,180",825,"10,391"
6062,"20,125",244,"1,338","1,217","13,733"
6063,"8,088",89,698,284,"4,887"
6064,"16,245",198,"1,656",813,"9,289"
6065,"37,681",508,"1,776","1,406","27,802"
6066,"10,960",144,824,423,"7,386"
6067,68,1,4,2,38
6069,"22,349",392,"1,185",850,"16,032"
6070,"2,201",45,81,134,"1,807"
6071,"2,205",30,111,106,"1,826"
6072,572,9,24,37,460
6073,"1,992",25,86,158,"1,589"
6074,642,12,42,49,494
6076,"13,632",179,489,968,"11,240"
6077,669,14,28,36,508
6078,459,2,18,25,367
6081,"2,953",45,129,125,"2,390"
6082,"1,933",32,103,108,"1,470"
6083,"2,293",43,108,97,"1,816"
6084,"4,787",123,238,179,"3,517"
6090,169,12,5,1,110
6100,"10,142",215,610,258,"6,633"
6101,"10,498",177,694,342,"6,916"
6102,"7,031",74,631,324,"3,641"
6103,"6,305",121,421,156,"3,773"
6104,"8,746",165,570,349,"5,589"
6105,"8,741",182,635,399,"5,149"
6106,148,7,7,2,101
6107,"25,622",311,"1,777",905,"14,473"
6108,"13,711",163,965,738,"8,909"
6109,"6,297",95,660,338,"3,332"
6110,"22,327",321,"1,707","1,124","14,021"
6111,"13,483",234,"1,091",809,"8,928"
6112,"31,860",473,"2,397","1,270","20,717"
6121,"1,861",23,56,61,"1,463"
6122,"10,258",213,566,366,"7,012"
6123,"1,024",15,59,52,716
6124,710,24,44,39,513
6125,"1,801",43,62,85,"1,377"
6126,153,0,6,3,110
6147,"8,804",109,728,458,"5,399"
6148,"11,030",115,584,625,"8,512"
6149,"12,313",129,466,708,"10,203"
6150,"8,632",97,357,538,"7,046"
6151,"11,281",199,514,343,"9,031"
6152,"15,856",230,882,743,"12,346"
6153,"14,059",183,531,584,"11,979"
6154,"6,321",80,260,401,"5,216"
6155,"31,741",424,"1,426","1,303","24,006"
6156,"10,351",158,495,487,"8,566"
6157,"8,678",107,448,450,"7,117"
6158,"4,936",82,223,179,"4,110"
6159,"2,368",51,132,83,"2,008"
6160,"5,642",141,394,205,"3,969"
6161,126,3,6,3,54
6162,"7,200",182,467,298,"5,303"
6163,"30,594",504,"2,082","1,453","22,203"
6164,"35,343",610,"1,946","1,052","26,403"
6165,128,3,4,5,82
6166,"6,253",106,274,283,"5,041"
6167,"13,431",235,"1,249",590,"8,081"
6168,"12,521",289,"1,225",829,"7,566"
6169,"19,465",463,"1,564","1,203","12,886"
6170,"7,262",144,519,199,"4,543"
6171,"17,979",425,971,658,"12,617"
6172,"7,767",207,544,325,"5,114"
6173,"7,054",171,289,200,"5,266"
6174,"2,178",48,154,94,"1,518"
6175,"2,127",54,113,103,"1,578"
6176,820,13,35,19,585
6180,"2,671",49,158,108,"1,820"
6181,294,4,16,11,239
6207,517,10,23,18,390
6208,"6,060",106,454,478,"4,283"
6209,888,15,83,53,609
6210,"38,255",689,"2,996","3,050","26,382"
6211,"3,597",96,257,270,"2,531"
6213,393,15,37,21,255
6214,421,3,18,17,309
6215,"2,176",44,163,126,"1,563"
6218,217,1,34,14,138
6220,"2,774",34,176,118,"1,824"
6221,123,5,8,5,82
6223,127,1,9,6,103
6224,654,11,39,37,424
6225,"4,661",104,384,270,"3,199"
6226,490,7,28,12,408
6227,465,9,16,19,358
6228,126,2,7,4,97
6229,114,4,12,6,85
6230,"24,713",447,"2,091","1,430","16,823"
6232,"6,162",130,413,366,"4,248"
6233,"10,942",182,697,564,"8,150"
6236,"1,353",21,78,67,"1,076"
6237,"1,533",19,87,104,"1,186"
6239,"2,655",55,179,189,"1,794"
6240,83,0,3,10,52
6244,985,13,51,64,681
6251,208,4,13,14,141
6252,63,1,3,4,43
6253,412,3,43,41,264
6254,261,10,22,21,139
6255,"2,342",39,146,193,"1,532"
6256,67,0,6,2,45
6258,"3,989",55,311,229,"2,407"
6260,910,5,45,68,580
6262,433,5,36,41,266
6271,"1,865",42,141,133,"1,260"
6275,835,10,75,72,477
6280,"16,438",221,"1,308","1,170","10,861"
6281,"5,034",84,249,234,"3,577"
6282,997,12,44,44,763
6284,"1,445",23,88,66,"1,009"
6285,"6,501",92,461,260,"3,696"
6286,412,3,23,21,260
6288,373,2,18,16,220
6290,981,11,66,104,625
6302,"1,997",32,145,159,"1,362"
6304,929,12,63,73,659
6306,577,5,49,41,417
6308,881,8,74,50,615
6309,162,0,9,7,100
6311,304,7,19,29,210
6312,"2,621",45,176,154,"1,608"
6313,98,0,7,4,60
6315,"1,191",5,83,90,773
6316,209,3,15,9,148
6317,"2,345",28,229,132,"1,244"
6318,283,5,18,10,183
6320,348,2,29,15,267
6321,300,4,12,24,170
6322,144,2,10,10,81
6323,541,7,46,53,270
6324,"2,055",22,216,172,"1,129"
6326,342,0,16,25,205
6327,134,3,17,7,64
6328,285,2,22,8,179
6330,"20,645",330,"1,607","1,569","11,628"
6333,"3,538",49,257,298,"2,091"
6335,480,11,20,26,319
6336,204,1,14,11,146
6337,395,9,18,9,252
6338,471,4,13,18,343
6341,170,0,4,9,133
6343,156,1,8,5,121
6346,480,13,20,27,313
6348,470,8,42,49,321
6350,297,3,20,16,197
6352,124,0,6,3,111
6353,556,7,21,20,413
6355,387,4,18,8,289
6356,111,2,0,0,86
6357,63,0,1,2,54
6358,83,0,3,4,64
6359,326,3,11,11,254
6361,76,0,2,2,65
6365,355,0,14,14,284
6367,235,3,19,12,160
6369,490,6,25,26,370
6370,331,2,28,24,238
6372,86,1,7,5,54
6375,684,9,36,61,499
6383,574,2,46,40,421
6386,57,1,3,3,40
6390,961,19,36,46,817
6391,693,4,30,28,512
6392,342,5,16,12,245
6393,72,0,2,8,55
6394,103,1,8,8,73
6395,"1,395",16,84,93,943
6396,232,0,10,11,147
6398,313,1,21,42,192
6401,"3,819",83,327,254,"2,435"
6403,117,3,4,8,80
6405,198,2,13,11,131
6407,580,7,21,31,402
6409,241,1,17,6,178
6410,540,6,51,54,346
6411,80,0,0,2,72
6415,"1,680",28,122,103,"1,181"
6418,400,3,21,20,298
6420,79,0,4,3,68
6421,92,0,2,6,78
6423,102,0,6,3,81
6425,98,1,8,2,87
6426,454,12,30,31,320
6429,399,14,58,27,193
6430,"13,763",457,734,347,"9,480"
6431,63,3,14,1,22
6432,"3,912",115,320,173,"2,214"
6436,52,0,12,5,26
6437,220,3,6,3,165
6438,295,8,33,14,136
6440,253,8,46,11,83
6442,"1,227",56,110,25,843
6443,382,11,49,24,160
6445,136,3,2,11,101
6446,103,0,3,3,81
6447,84,1,2,1,69
6448,206,5,16,8,123
6450,"8,108",162,550,467,"4,964"
6460,401,1,18,26,317
6461,413,4,17,30,314
6466,62,0,2,3,57
6468,209,0,8,13,155
6472,147,0,2,5,121
6475,248,1,13,19,184
6477,176,2,6,9,132
6479,391,5,14,28,308
6485,271,5,22,21,216
6488,101,0,9,7,63
6490,123,1,13,12,87
6501,582,16,26,40,404
6502,762,10,38,46,528
6503,"1,373",17,55,68,889
6504,67,0,4,4,48
6505,83,0,1,7,71
6507,343,1,9,14,295
6509,113,0,4,3,76
6510,"1,176",14,72,65,822
6511,318,4,20,20,220
6512,57,1,0,1,47
6513,134,0,10,2,102
6514,317,7,32,24,221
6515,230,2,4,13,175
6516,"1,075",17,62,78,777
6517,286,7,17,15,200
6518,129,1,8,10,98
6519,323,6,20,22,210
6521,251,0,10,15,195
6522,309,4,22,10,222
6525,"2,023",32,137,150,"1,413"
6528,304,3,20,20,228
6530,"19,036",433,"1,561","1,093","11,905"
6532,"2,981",73,183,127,"2,106"
6535,869,6,81,79,572
6536,864,14,93,64,496
6537,494,10,47,23,272
6556,"1,227",28,68,67,895
6558,495,11,27,39,353
6560,685,15,63,36,413
6562,695,5,52,38,489
6564,240,6,18,18,169
6566,"1,933",35,142,174,"1,273"
6567,90,6,7,8,72
6568,146,1,7,3,117
6569,203,2,10,15,138
6571,68,0,2,1,55
6575,109,1,3,2,97
6603,740,7,33,38,515
6606,140,1,5,11,111
6608,75,1,3,3,49
6609,562,4,28,18,376
6612,134,0,3,5,113
6616,56,0,2,3,40
6620,211,3,5,10,125
6623,375,5,39,27,229
6630,304,4,31,12,190
6635,94,1,14,7,45
6638,227,9,43,17,88
6640,115,1,25,18,36
6642,413,13,82,24,148
6646,126,5,20,11,51
6701,"3,134",94,309,132,"1,417"
6707,"1,724",57,76,31,"1,009"
6710,688,71,27,11,377
6713,644,36,7,2,526
6714,"9,605",575,406,120,"6,540"
6716,373,5,11,0,333
6718,273,13,45,19,71
6720,"1,370",57,49,11,"1,044"
6721,"2,758",241,97,37,"1,962"
6722,"5,680",540,405,123,"3,130"
6725,"7,614",323,661,252,"3,670"
6726,"1,556",49,103,41,827
6728,"1,935",99,290,87,665
6740,409,21,73,28,132
6743,"3,745",143,324,95,"1,655"
6751,"1,764",68,52,14,"1,426"
6753,"2,632",154,146,34,"1,752"
6754,759,24,12,3,647
6760,100,7,18,5,41
6765,846,36,207,44,207
6770,809,29,178,54,190
6798,922,96,12,14,391
6799,246,12,31,5,77
WA other,"9,672",210,458,488,"6,954"